time_step,agent_id,mean_predicted_price,mean_actual_price
24,3,66.128,44.45
24,4,68.38,44.45
25,0,69.71000000000001,44.86
25,1,81.362,44.86
25,2,90.119,44.86
25,3,68.503,44.86
25,4,69.705,44.86
26,0,61.895,44.954
26,1,83.05199999999999,44.954
26,2,97.273,44.954
26,3,69.173,44.954
26,4,67.625,44.954
27,0,64.06,43.047000000000004
27,1,85.32000000000001,43.047000000000004
27,2,101.212,43.047000000000004
27,3,70.03299999999999,43.047000000000004
27,4,68.43,43.047000000000004
28,0,65.35,42.971999999999994
28,1,86.793,42.971999999999994
28,2,96.336,42.971999999999994
28,3,71.598,42.971999999999994
28,4,69.31899999999999,42.971999999999994
29,0,66.55,41.534000000000006
29,1,89.345,41.534000000000006
29,2,99.535,41.534000000000006
29,3,72.38300000000001,41.534000000000006
29,4,69.06,41.534000000000006
30,0,65.275,40.724000000000004
30,1,91.897,40.724000000000004
30,2,99.708,40.724000000000004
30,3,73.933,40.724000000000004
30,4,70.333,40.724000000000004
31,0,67.89500000000001,39.604
31,1,93.181,39.604
31,2,101.65899999999999,39.604
31,3,73.978,39.604
31,4,69.889,39.604
32,0,68.47,38.975
32,1,94.93199999999999,38.975
32,2,103.149,38.975
32,3,74.913,38.975
32,4,68.499,38.975
33,0,67.55,38.085
33,1,98.227,38.085
33,2,104.179,38.085
33,3,76.73299999999999,38.085
33,4,69.11,38.085
34,0,62.720000000000006,41.784000000000006
34,1,100.772,41.784000000000006
34,2,104.38900000000001,41.784000000000006
34,3,66.32300000000001,41.784000000000006
34,4,61.015,41.784000000000006
35,0,67.16,39.815999999999995
35,1,100.312,39.815999999999995
35,2,108.55699999999999,39.815999999999995
35,3,68.788,39.815999999999995
35,4,60.635000000000005,39.815999999999995
36,0,66.45,39.381
36,1,103.377,39.381
36,2,109.32300000000001,39.381
36,3,66.488,39.381
36,4,62.75,39.381
37,0,65.59,39.631
37,1,105.53699999999999,39.631
37,2,111.31299999999999,39.631
37,3,60.848,39.631
37,4,64.575,39.631
38,0,62.73,39.043
38,1,108.127,39.043
38,2,113.203,39.043
38,3,60.738,39.043
38,4,65.35,39.043
39,0,61.83,38.857
39,1,108.667,38.857
39,2,114.503,38.857
39,3,61.263,38.857
39,4,65.42,38.857
40,0,63.220000000000006,37.018
40,1,111.92699999999999,37.018
40,2,117.548,37.018
40,3,60.698,37.018
40,4,66.795,37.018
41,0,60.345000000000006,36.95
41,1,114.417,36.95
41,2,119.388,36.95
41,3,58.367999999999995,36.95
41,4,68.07000000000001,36.95
42,0,60.27,37.4
42,1,110.407,37.4
42,2,120.01100000000001,37.4
42,3,58.088,37.4
42,4,69.41,37.4
43,0,60.94500000000001,36.743
43,1,115.08699999999999,36.743
43,2,121.93299999999999,36.743
43,3,58.573,36.743
43,4,65.47999999999999,36.743
44,0,60.845000000000006,35.674
44,1,119.127,35.674
44,2,123.498,35.674
44,3,57.193,35.674
44,4,67.02000000000001,35.674
45,0,60.71,34.588
45,1,122.38699999999999,34.588
45,2,125.638,34.588
45,3,57.588,34.588
45,4,66.51,34.588
46,0,61.165,40.849000000000004
46,1,125.707,40.849000000000004
46,2,88.023,40.849000000000004
46,3,57.66799999999999,40.849000000000004
46,4,67.77000000000001,40.849000000000004
47,0,66.95,36.636
47,1,136.672,36.636
47,2,87.80799999999999,36.636
47,3,57.602999999999994,36.636
47,4,74.21000000000001,36.636
48,0,64.905,36.815
48,1,139.39100000000002,36.815
48,2,89.413,36.815
48,3,57.848,36.815
48,4,69.925,36.815
49,0,66.19500000000001,34.111000000000004
49,1,143.971,34.111000000000004
49,2,94.074,34.111000000000004
49,3,57.538,34.111000000000004
49,4,73.875,34.111000000000004
