time_step,agent_id,mean_predicted_price,mean_actual_price
46,1,59.963,59.797000000000004
46,2,60.06,59.797000000000004
46,3,60.209,59.797000000000004
46,4,60.275,59.797000000000004
47,0,60.10799999999999,59.907000000000004
47,1,60.035000000000004,59.907000000000004
47,2,60.161,59.907000000000004
47,3,59.972,59.907000000000004
47,4,60.239999999999995,59.907000000000004
48,0,60.049,59.958000000000006
48,1,59.837,59.958000000000006
48,2,60.150999999999996,59.958000000000006
48,3,60.260000000000005,59.958000000000006
48,4,60.214999999999996,59.958000000000006
49,0,60.11899999999999,59.916999999999994
49,1,59.983000000000004,59.916999999999994
49,2,60.321000000000005,59.916999999999994
49,3,60.248000000000005,59.916999999999994
49,4,60.150999999999996,59.916999999999994
