time_step,agent_id,mean_predicted_price,mean_actual_price
29,1,59.485,60.36899999999999
29,2,60.129999999999995,60.36899999999999
29,3,56.979,60.36899999999999
29,4,60.604,60.36899999999999
30,0,60.642999999999994,60.416
30,1,59.409000000000006,60.416
30,2,60.05,60.416
30,3,56.999,60.416
30,4,60.44,60.416
31,0,60.589999999999996,60.46900000000001
31,1,59.485,60.46900000000001
31,2,60.056,60.46900000000001
31,3,56.96900000000001,60.46900000000001
31,4,60.423,60.46900000000001
32,0,60.67100000000001,60.376999999999995
32,1,59.30499999999999,60.376999999999995
32,2,60.069,60.376999999999995
32,3,58.064,60.376999999999995
32,4,60.398,60.376999999999995
33,0,60.63099999999999,60.294000000000004
33,1,59.31,60.294000000000004
33,2,59.876,60.294000000000004
33,3,57.944,60.294000000000004
33,4,60.451,60.294000000000004
34,0,60.681000000000004,60.376999999999995
34,1,59.230999999999995,60.376999999999995
34,2,59.873000000000005,60.376999999999995
34,3,58.069,60.376999999999995
34,4,60.434000000000005,60.376999999999995
35,0,60.565999999999995,60.319
35,1,59.301,60.319
35,2,59.811,60.319
35,3,58.013999999999996,60.319
35,4,60.498000000000005,60.319
36,0,60.534000000000006,60.386
36,1,59.303999999999995,60.386
36,2,60.064,60.386
36,3,58.019000000000005,60.386
36,4,60.462,60.386
37,0,60.616,60.3
37,1,59.284000000000006,60.3
37,2,60.199,60.3
37,3,57.979,60.3
37,4,60.487,60.3
38,0,60.605999999999995,60.357000000000006
38,1,59.278999999999996,60.357000000000006
38,2,60.272000000000006,60.357000000000006
38,3,57.96900000000001,60.357000000000006
38,4,60.547000000000004,60.357000000000006
39,0,60.68300000000001,60.227
39,1,59.36900000000001,60.227
39,2,59.857000000000006,60.227
39,3,58.019000000000005,60.227
39,4,60.537,60.227
40,0,60.60600000000001,60.315
40,1,59.35,60.315
40,2,59.76800000000001,60.315
40,3,57.979,60.315
40,4,60.559000000000005,60.315
41,0,60.551,60.239
41,1,59.446000000000005,60.239
41,2,59.86900000000001,60.239
41,3,58.019000000000005,60.239
41,4,60.547000000000004,60.239
42,0,60.632000000000005,60.373000000000005
42,1,59.355,60.373000000000005
42,2,59.918000000000006,60.373000000000005
42,3,57.989,60.373000000000005
42,4,60.409000000000006,60.373000000000005
43,0,60.646,60.165
43,1,59.366,60.165
43,2,59.947,60.165
43,3,57.999,60.165
43,4,60.564,60.165
44,0,60.605,60.340999999999994
44,1,59.28099999999999,60.340999999999994
44,2,59.788,60.340999999999994
44,3,57.989,60.340999999999994
44,4,60.477999999999994,60.340999999999994
45,0,60.573,60.285000000000004
45,1,59.261,60.285000000000004
45,2,59.803,60.285000000000004
45,3,57.974000000000004,60.285000000000004
45,4,60.513999999999996,60.285000000000004
46,0,60.614,60.224000000000004
46,1,59.359,60.224000000000004
46,2,59.784000000000006,60.224000000000004
46,3,57.967,60.224000000000004
46,4,60.541999999999994,60.224000000000004
47,0,60.63100000000001,60.322
47,1,59.325,60.322
47,2,59.635000000000005,60.322
47,3,57.962,60.322
47,4,60.504999999999995,60.322
48,0,60.638,60.333000000000006
48,1,59.3,60.333000000000006
48,2,59.787,60.333000000000006
48,3,58.024,60.333000000000006
48,4,60.577,60.333000000000006
49,0,60.641,60.214
49,1,59.258,60.214
49,2,59.741,60.214
49,3,58.038,60.214
49,4,60.524,60.214
